speaker,gender,filepath,emotion,intensity,cue_t_type,offset_start,offset_end,transcription
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AweSecondary62_1.wav,AweSecondary62,medium,,0.44,4.32,I'm blown away by what I'm seeing. It's beyond anything I imagined.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Mudita_2.wav,Mudita,medium,,0.17,4.71,Seeing you succeed fills my heart with a happiness that feels like my own.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sehnsucht_2.wav,Sehnsucht,medium,,0.51,6.95,There's a part of me that always wonders if there's something more waiting just beyond the horizon.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AdmirationSecondary_2.wav,AdmirationSecondary,medium,,0.47,3.55,"I admire their dedication, it's truly inspiring."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ResentmentSecondary_1.wav,ResentmentSecondary,medium,,0.44,3.19,"They wronged me, and I just can't let it go."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_PrideSecondary_1.wav,PrideSecondary,medium,,0.61,3.59,I'm really proud of what I've achieved. It wasn't easy.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Admiration(RespectInspiration)_1.wav,Admiration(RespectInspiration),medium,,0.56,4.97,"They're incredible, such an inspiration to everyone around them."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Loneliness72(SadnessIsolation)_1.wav,Loneliness72(SadnessIsolation),medium,,0.7,4.6,It's hard to feel this alone. I wish someone could understand.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Phientagyu_1.wav,Phientagyu,medium,,0.61,6.59,"With a slice smile, he turned the situation into a moment of light-hearted brilliance."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Confidence(SelfAssuranceEmpowerment)_1.wav,Confidence(SelfAssuranceEmpowerment),medium,,0.52,4.22,I feel ready for this. I know I can succeed.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Frustration(AngerIrritation)_1.wav,Frustration(AngerIrritation),medium,,0.33,4.95,I'm really irritated. Why does this always have to be so difficult?
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_NostalgiaSecondary94_2.wav,NostalgiaSecondary94,medium,,0.38,3.18,I can almost feel the past. It's like I'm reliving it.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_NostalgiaSecondary39_1.wav,NostalgiaSecondary39,medium,,0.46,3.05,I can still remember the way it felt like it was yesterday.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Husun_1.wav,Husun,medium,,0.83,5.59,"In every street in shadow, I feel the echoes of what was lost."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Saudade141_1.wav,Saudade141,medium,,0.55,5.08,"My heart aches for the moments we shared, not only a distant memory."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CompassionSecondary_1.wav,CompassionSecondary,medium,,0.8,3.7,I'm so sorry you're going through this. How can I help?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Regret(RemorseReflection)_1.wav,Regret(RemorseReflection),medium,,0.42,4.9,I can't stop thinking about what I could have done better. It's weighing on me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CuriositySecondary55_2.wav,CuriositySecondary55,medium,,0.26,3.01,I'm eager to figure this out. It's really fascinating.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_MonoNoAware170_1.wav,MonoNoAware170,medium,,1.02,8.42,"The cherry blossoms fall so quickly, but that's what makes them so beautiful."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GuiltSecondary_2.wav,GuiltSecondary,medium,,0.54,3.44,I can't stop thinking about what I did. I need to make this right.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_WabiSabi_1.wav,WabiSabi,medium,,1.05,7.1,"The cracks in the pottery tell a story of resilience, making it even more beautiful."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Nostalgia(HappinessLonging)_1.wav,Nostalgia(HappinessLonging),medium,,0.34,3.94,"I can still remember the way it felt, like it was yesterday."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_LonelinessSecondary_2.wav,LonelinessSecondary,medium,,0.73,3.76,I wish I had someone to talk to. It's been a tough day.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ataraxia_1.wav,Ataraxia,medium,,0.46,4.95,"In this moment, nothing troubles me. The world feels perfectly still."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ConfidenceSecondary_2.wav,ConfidenceSecondary,medium,,1.31,3.25,I've got this. Let's make it happen.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ComapssionSecondary70_1.wav,ComapssionSecondary70,medium,,0.47,4.14,You're not alone in this. I'm here to help you every step of the way.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_FrustrationSecondary_1.wav,FrustrationSecondary,medium,,0.72,4.69,I'm really irritated. Why does this always have to be so difficult?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Toska_1.wav,Toska,medium,,0.85,7.26,There's a void in my heart that even time seems unable to fill.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Meraki_1.wav,Meraki,medium,,0.95,9.17,"Every stitch, every brushstroke is a piece of my soul woven into the fabric of creation."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Pihentagyu_1.wav,Pihentagyu,medium,,1.06,6.84,Who knew that my misstep would turn into the highlight of the evening?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Kaukokaipuu_1.wav,Kaukokaipuu,medium,,0.46,8.41,The sight of the open road awakens a yearning for lands I've never seen.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Nikhedonia155_2.wav,Nikhedonia155,medium,,0.33,3.69,I can already see myself crossing the finish line and it feels incredible.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Smultronstalle154_2.wav,Smultronstalle154,medium,,0.45,4.87,This quiet clearing in the forest feels like a hidden sanctuary just for me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Huzun165_2.wav,Huzun165,medium,,0.78,5.03,"In every street in shadow, I feel the echoes of what was lost."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Shame(SadnessHumiliation)_1.wav,Shame(SadnessHumiliation),medium,,0.53,3.51,I'm really embarrassed. I let everyone down.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_DissappointmentSecondary_1.wav,DissappointmentSecondary,medium,,0.5,4.32,This is hard to accept. I expected so much more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Meraki_1.wav,Meraki,medium,,0.49,7.73,"Every stitch, every brushstroke is a piece of my soul woven into the fabric of creation."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_SadnessPrimary_1.wav,SadnessPrimary,medium,,0.35,3.76,I can't stop thinking about it. It just hurts so much.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GuiltSecondary74_2.wav,GuiltSecondary74,medium,,0.65,5.04,It's hard to forgive myself. I made a mistake that hurts someone I care about.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_RegretSecondary60_1.wav,RegretSecondary60,medium,,0.78,3.99,"If only I could go back, I would do things so differently."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ethical_1.wav,Ethical,medium,,0.34,5.72,"As incredible as this innovation is, I can't help but wonder, at what cost are we moving forward?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Future_1.wav,Future,medium,,0.5,5.86,"Everything is evolving so quickly, I feel like I'm running the catch up with the world that's already moved on."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_EnvySecondary92_2.wav,EnvySecondary92,medium,,0.44,3.46,It's frustrating to watch. I wonder what they have.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ijirashii_1.wav,Ijirashii,medium,,0.42,5.43,Watching her fight through adversity with such grace brings tears to my eyes.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Acedia_1.wav,Acedia,medium,,0.39,4.59,The world feels distant and I struggle to summon the energy to engage.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_CalmnessPrimary_3.wav,CalmnessPrimary,medium,,1.14,5.22,It's truly peaceful here. I just feel so grounded in that ease.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Gratitude(HappinessConnection)_1.wav,Gratitude(HappinessConnection),medium,,0.88,3.88,I'm truly grateful for everything you've done for me.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Ubuntu148_1.wav,Ubuntu148,medium,,0.95,5.02,I am who I am because of what we are together.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_JealousySecondary_1.wav,JealousySecondary,medium,,0.73,4.62,It's not fair that they always get the attention. What about me?
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_FearPrimary_3.wav,FearPrimary,medium,,0.0,2.25,"Always that noise. Did you hear it, too?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SuspicionSecondary76_1.wav,SuspicionSecondary76,medium,,0.47,3.34,"Something doesn't feel right, I need to dig deeper into this."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_NostalgiaSecondary94_1.wav,NostalgiaSecondary94,medium,,0.36,3.2,"I can almost feel the past, it's like I'm reliving it."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_GuiltSecondary_1.wav,GuiltSecondary,medium,,0.52,4.69,I can't stop thinking about what I did. I need to make this right.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Sehnsucht_1.wav,Sehnsucht,medium,,0.6,6.68,There's a part of me that always wonders if there's something more waiting just beyond the horizon.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ubuntu148_1.wav,Ubuntu148,medium,,0.77,3.17,I am who I am because of what we are together.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_JealousySecondary_1.wav,JealousySecondary,medium,,0.05,2.3,It's not fair that they always get attention. What about me?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_AwePrimary82_1.wav,AwePrimary82,medium,,0.52,4.21,This is incredible. I've never seen anything like it before.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ukiyo169_1.wav,Ukiyo169,medium,,0.31,4.8,For now all the matters is the sound of the rain and the warmth of this tea.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AngerSecondary_2.wav,AngerSecondary,medium,,0.74,3.34,"Come on, can we just get this right for once?"
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_GratitudeSecondary_3.wav,GratitudeSecondary,medium,,0.4,2.3,I'm so grateful for everything you've done for me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ConfidenceSecondary67_2.wav,ConfidenceSecondary67,medium,,0.42,3.52,I'm confident in my abilities. There's no reason to doubt myself.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Regret(SadnessRemorse)_1.wav,Regret(SadnessRemorse),medium,,0.27,4.24,"If only I could go back, I would do things so differently."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CompassionSecondary70_1.wav,CompassionSecondary70,medium,,0.56,3.81,I care about you and what you're going through. I'm here for you.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Shame(SelfConsciousnessHumiliation)_1.wav,Shame(SelfConsciousnessHumiliation),medium,,0.37,4.4,I'm ashamed of my actions. It's hard to face others right now.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Fear21Primary_1.wav,Fear21Primary,medium,,0.49,3.65,I'm scared. I don't know what's gonna happen.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_SurprisePrimary_1.wav,SurprisePrimary,medium,,0.56,2.91,"Wow, I wasn't prepared for that at all!"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Kaukokaipuu_1.wav,Kaukokaipuu,medium,,0.59,4.17,The sight of the open road awakens a yearning for lands I've never seen.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_HappinessPrimary_1.wav,HappinessPrimary,medium,,0.68,3.64,"Wow, this is such great news. I can't stop smiling."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Resfeber_1.wav,Resfeber,medium,,0.33,5.6,"My hard races as I pack my bags, unsure of what lies ahead but unable to stay still."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ShameSecondary54_2.wav,ShameSecondary54,medium,,0.62,3.34,I'm really embarrassed. I let everyone down.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CompassionSecondary_2.wav,CompassionSecondary,medium,,0.67,3.6,I'm so sorry you're going through this. How can I help?
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Kaukokaipuu163_1.wav,Kaukokaipuu163,medium,,0.36,4.56,"I can almost hear the waves crashing on the distance shore, calling me away."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Toska_1.wav,Toska,medium,,0.58,5.36,There's a void in my heart that even time seems unable to fill.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ReleifSecondary_2.wav,ReleifSecondary,medium,,0.47,3.76,What a weight off my shoulders. I was really worried about that.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ubuntu148_2.wav,Ubuntu148,medium,,0.72,3.26,I am who I am because of what we are together.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_SadnessPrimary_1.wav,SadnessPrimary,medium,,0.03,5.26,I just can't stop thinking about it. It just hurts so much.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_FrustrationSecondary66_1.wav,FrustrationSecondary66,medium,,0.56,4.34,"I'm fed up, no matter what I try, nothing seems to work."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Dulciena178_1.wav,Dulciena178,medium,,0.41,3.57,You're everything I've ever dreamed of in more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_HopeSecondary45_2.wav,HopeSecondary45,medium,,0.66,4.11,I truly believe this will work out. I can see light at the end of the tunnel.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CuriositySecondary34_1.wav,CuriositySecondary34,medium,,0.48,3.28,I'm really intrigued. I need to dig deeper into this.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_FearPrimary_1.wav,FearPrimary,medium,,0.57,2.58,What was that noise? Did you hear it too?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Grief(LossSadness)_1.wav,Grief(LossSadness),medium,,0.63,6.48,This loss has been overwhelming. I feel like there's a hole in my heart.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Eunio156_1.wav,Eunio156,medium,,0.47,5.01,"Let's approach this with kindness and understanding, for that's how we'll succeed together."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AwePrimary82_2.wav,AwePrimary82,medium,,0.36,3.65,This is incredible. I've never seen anything like it before.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Saudade162_1.wav,Saudade162,medium,,0.43,6.68,I wonder if I'll ever feel that way again. Like everything was perfect just for a moment.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Wabi_1.wav,Wabi,medium,,0.57,5.65,"The cracks in the pottery tell a story of resilience, making it even more beautiful."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_RegretSecondary_1.wav,RegretSecondary,medium,,0.63,4.24,I can't stop thinking about what I did. I really messed up.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Resentment(AngerBitterness)_1.wav,Resentment(AngerBitterness),medium,,0.47,3.49,They wronged me and I just can't let it go.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_HappinessPrimary_2.wav,HappinessPrimary,medium,,0.78,3.87,"Wow, this is such great news. I can't stop smiling."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Resfeber171_2.wav,Resfeber171,medium,,0.4,4.67,I can't believe the trip is finally here. So much to look forward to.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CuriositySecondary34_2.wav,CuriositySecondary34,medium,,0.39,3.03,"I'm really intrigued, I need to dig deeper into this."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SucpicionSecondary_1.wav,SucpicionSecondary,medium,,0.66,2.76,"I don't trust this, it just doesn't add up."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Curiosity(AnticipationExploration)_1.wav,Curiosity(AnticipationExploration),medium,,0.42,3.84,I'm really intrigued. I need to dig deeper into this.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Mudita174_1.wav,Mudita174,medium,,0.33,3.44,"I'm so proud of you, this is your moment to shine."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Nighthawk_1.wav,Nighthawk,medium,,0.66,8.6,The world was silent. Yet my mind was loud. Replaying memories I wished I could rewrite.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_EthicalDilemmaOverProgress_1.wav,EthicalDilemmaOverProgress,medium,,0.42,8.7,"As incredible as this innovation is, I can't help but wonder at what cost are we moving forward?"
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_JealousySecondary_2.wav,JealousySecondary,medium,,0.03,2.47,"It's not fair that they always get the attention, what about me?"
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CompassionSecondary49_2.wav,CompassionSecondary49,medium,,0.44,4.06,My heart goes out to them. I wish I could do more to help.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SadnessPrimary_1.wav,SadnessPrimary,medium,,0.52,3.56,"I can't stop thinking about it, it just hurts too much."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Humiliation(ShameEmbarrassment)_1.wav,Humiliation(ShameEmbarrassment),medium,,0.83,4.59,That was really humiliating. I can't believe it happened.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Rubatosis_1.wav,Rubatosis,medium,,0.82,8.71,Each thought of my heart seemed louder. A reminder of how fragile life can be.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Sehnsucht176_1.wav,Sehnsucht176,medium,,0.93,5.69,There's something I'm searching for. Something I can't quite define.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GriefSecondary88_1.wav,GriefSecondary88,medium,,0.47,4.23,This loss has been overwhelming. I feel like there's a hole in my heart.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_JealouslySecondary83_2.wav,JealouslySecondary83,medium,,0.42,3.08,It's hard to watch. I want what they have.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_JoyPrimary77_2.wav,JoyPrimary77,medium,,0.42,3.7,I'm so happy right now. It feels like everything is coming together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CuriositySecondary_1.wav,CuriositySecondary,medium,,0.85,3.44,I can't stop thinking about this. I need to figure it out.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_CuriositySecondary_2.wav,CuriositySecondary,medium,,0.88,3.22,I can't stop thinking about this. I need to figure it out.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_DisappointmentSecondary_1.wav,DisappointmentSecondary,medium,,0.5,3.61,This is hard to accept. I expected so much more.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Ambedo173_1.wav,Ambedo173,medium,,0.58,4.44,The raindrops on the window look like tiny words each telling a story.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ConfidenceSecondary67_1.wav,ConfidenceSecondary67,medium,,0.74,3.89,"I'm confident in my abilities, there's no reason to doubt myself."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Saudade_1.wav,Saudade,medium,,1.08,9.87,"Sometimes, I can almost feel the warmth of your hand in mind, even though you've been gone for so long."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AdmirationSecondary86_2.wav,AdmirationSecondary86,medium,,0.45,3.65,"They're incredible, such an inspiration to everyone around them."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Eucatastrophe_1.wav,Eucatastrophe,medium,,1.73,9.19,"Just when I thought I was lost, the tide turned and hope came rushing back."
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Torschlusspanik_1.wav,Torschlusspanik,medium,,1.0,5.93,"There's so much left to do, and I feel the clock ticking louder with each passing moment."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_GratitudeSecondary59_1.wav,GratitudeSecondary59,medium,,0.47,3.38,I'm so grateful for your support. I couldn't have done it without you.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Yugen_1.wav,Yugen,medium,,0.5,4.8,"Under the endless stars, I feel the weight and wonder of existence."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Chrysalism115_1.wav,Chrysalism115,medium,,0.34,4.84,"Listening to the rain outside, I felt an inexplicable sense of peace wash over me."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ContentmentPrimary97_2.wav,ContentmentPrimary97,medium,,0.5,3.92,I feel really at peace. Everything seems just right.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Natsukashii_1.wav,Natsukashii,medium,,0.94,8.46,The scent of the ocean brings me back to those carefree summer days we spent together.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_EmpathySecondary_2.wav,EmpathySecondary,medium,,0.41,3.77,I feel your pain. You don't have to go through this alone.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Ambedo_1.wav,Ambedo,medium,,1.01,6.76,The raindrops on the window look like tiny worlds. Each telling a story.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_FrustrationSecondary_1.wav,FrustrationSecondary,medium,,0.45,3.54,Come on! Can't we just get this right for once?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Loneliness(SadnessIsolation)_1.wav,Loneliness(SadnessIsolation),medium,,0.69,4.3,I wish I had someone to talk to. It's been a tough day.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AngerPrimary_1.wav,AngerPrimary,medium,,0.59,3.82,I can't believe you did that. What were you thinking?
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_AngerPrimary_2.wav,AngerPrimary,medium,,0.91,4.16,I've had enough of this. I need to speak up now.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_GratitudeSecondary_1.wav,GratitudeSecondary,medium,,0.09,1.8,I'm so grateful for everything you've done for me.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SuprisePrimary43_1.wav,SuprisePrimary43,medium,,0.4,3.42,"Wow, that really caught me off guard. I didn't see a coming."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_RegretSecondary60_2.wav,RegretSecondary60,medium,,0.5,3.86,"If only I could go back, I would do things so differently."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Natsukashii145_1.wav,Natsukashii145,medium,,0.12,5.08,This place brings back memories of laughter and love from a time gone by.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_SuprisePrimary_2.wav,SuprisePrimary,medium,,0.61,2.84,"Wow, I wasn't prepared for that at all."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Mononoaware_1.wav,Mononoaware,medium,,0.51,4.55,"The cherry blossoms fall, reminding me that beauty is fleeting."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Chiaroscuro180_2.wav,Chiaroscuro180,medium,,0.42,5.44,Life is full of both beauty and sorrow. Each makes the other more vivid.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ShameSecondary_2.wav,ShameSecondary,medium,,1.02,3.6,I can't believe I did that. What must they think of me?
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_BoredomSecondary_2.wav,BoredomSecondary,medium,,0.61,3.37,"I can't keep doing this, it's completely mind-numbing."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_AngerSecondary_1.wav,AngerSecondary,medium,,0.69,3.32,"Ugh, this is taking longer than I expected."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Torschlusspanik153_2.wav,Torschlusspanik153,medium,,0.29,5.85,There's so much left to do and I feel the clock ticking louder with each passing moment.
Edward,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Edward_CuriositySecondary_2.wav,CuriositySecondary,medium,,0.08,3.47,I can't stop thinking about this. I need to figure it out.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Surprise43Primary(Primary)_1.wav,Surprise43Primary(Primary),medium,,0.55,4.04,"Wow, that really caught me off guard. I didn't see it coming."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ShameSecondary78_2.wav,ShameSecondary78,medium,,0.55,3.71,I'm ashamed of my actions. It's hard to face others right now.
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_PrideSecondary52_1.wav,PrideSecondary52,medium,,0.54,4.0,"I'm proud of what I accomplished. It wasn't easy, but I did it."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_JealouslySecondary53_1.wav,JealouslySecondary53,medium,,0.37,3.37,"It's not fair, they always seem to get everything handed to them."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_Weltshmerz158_1.wav,Weltshmerz158,medium,,0.77,4.18,Sometimes the world's flaws weigh heavily on my heart.
Jayson,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Jayson_Mauerbauertraurigkeit_1.wav,Mauerbauertraurigkeit,medium,,1.1,9.18,"I wanted to be alone, not because I didn't care, but because I was afraid they'd see the chaos inside me."
Connor,male,Dataset Preparation & Setup/project_voltron_dataset/male/medium/Connor_ReleifSecondary64_2.wav,ReleifSecondary64,medium,,0.35,3.7,What a weight off my shoulders. I was so worried for a moment.
